/workspace/dai/project/ishaan/Exps/sample/results/noise
Files already downloaded and verified
Files already downloaded and verified

  0%|          | 0/3125 [00:00<?, ?it/s]/workspace/dai/project/ishaan/dai-semester-project/train_cel.py:43: UserWarning: volatile was removed and now has no effect. Use `with torch.no_grad():` instead.
  adv = Variable(adv.cuda(non_blocking = True), volatile = True)
/workspace/dai/project/ishaan/dai-semester-project/train_cel.py:44: UserWarning: volatile was removed and now has no effect. Use `with torch.no_grad():` instead.
  orig = Variable(orig.cuda(non_blocking = True), volatile = True)
/opt/conda/lib/python3.8/site-packages/torchvision/transforms/functional.py:1603: UserWarning: The default value of the antialias parameter of all the resizing transforms (Resize(), RandomResizedCrop(), etc.) will change from None to True in v0.17, in order to be consistent across the PIL and Tensor backends. To suppress this warning, directly pass antialias=True (recommended, future default), antialias=None (current default, which means False for Tensors and True for PIL), or antialias=False (only works on Tensors - PIL will still use antialiasing). This also applies if you are using the inference transforms from the models weights: update the call to weights.transforms(antialias=True).
  warnings.warn(
/workspace/dai/project/ishaan/dai-semester-project/train_cel.py:76: UserWarning: volatile was removed and now has no effect. Use `with torch.no_grad():` instead.
  label = Variable(label.data, volatile = True)

  0%|          | 1/3125 [00:02<2:04:01,  2.38s/it]
  0%|          | 4/3125 [00:02<24:52,  2.09it/s]  
  0%|          | 7/3125 [00:02<12:27,  4.17it/s]
  0%|          | 10/3125 [00:02<07:47,  6.66it/s]
  0%|          | 14/3125 [00:02<05:01, 10.34it/s]
  1%|          | 18/3125 [00:02<03:42, 13.94it/s]
  1%|          | 21/3125 [00:03<03:07, 16.56it/s]
  1%|          | 24/3125 [00:03<02:42, 19.09it/s]
  1%|          | 28/3125 [00:03<02:19, 22.17it/s]
  1%|          | 32/3125 [00:03<02:06, 24.46it/s]
  1%|          | 36/3125 [00:03<01:57, 26.26it/s]
  1%|▏         | 40/3125 [00:03<01:51, 27.69it/s]
  1%|▏         | 44/3125 [00:03<01:47, 28.67it/s]
  2%|▏         | 48/3125 [00:03<01:45, 29.09it/s]
  2%|▏         | 52/3125 [00:04<01:44, 29.54it/s]
  2%|▏         | 56/3125 [00:04<01:42, 30.02it/s]
  2%|▏         | 60/3125 [00:04<01:41, 30.20it/s]
  2%|▏         | 64/3125 [00:04<01:41, 30.29it/s]
  2%|▏         | 68/3125 [00:04<01:41, 30.15it/s]
  2%|▏         | 72/3125 [00:04<01:42, 29.89it/s]
  2%|▏         | 76/3125 [00:04<01:42, 29.75it/s]
  3%|▎         | 79/3125 [00:04<01:42, 29.76it/s]
  3%|▎         | 82/3125 [00:05<01:42, 29.63it/s]
  3%|▎         | 86/3125 [00:05<01:41, 29.90it/s]
  3%|▎         | 89/3125 [00:05<01:41, 29.82it/s]
  3%|▎         | 92/3125 [00:05<01:44, 29.05it/s]
  3%|▎         | 95/3125 [00:05<01:47, 28.26it/s]
  3%|▎         | 98/3125 [00:05<01:48, 27.86it/s]
  3%|▎         | 101/3125 [00:05<01:49, 27.51it/s]
  3%|▎         | 104/3125 [00:05<01:49, 27.60it/s]
  3%|▎         | 107/3125 [00:05<01:49, 27.60it/s]
  4%|▎         | 110/3125 [00:06<01:49, 27.63it/s]
  4%|▎         | 113/3125 [00:06<01:48, 27.74it/s]
  4%|▎         | 116/3125 [00:06<01:48, 27.84it/s]
  4%|▍         | 119/3125 [00:06<01:48, 27.62it/s]
  4%|▍         | 122/3125 [00:06<01:51, 26.91it/s]
  4%|▍         | 125/3125 [00:06<01:52, 26.56it/s]
  4%|▍         | 128/3125 [00:06<01:53, 26.38it/s]
  4%|▍         | 131/3125 [00:06<01:54, 26.11it/s]
  4%|▍         | 134/3125 [00:06<01:54, 26.15it/s]
  4%|▍         | 137/3125 [00:07<01:55, 25.81it/s]
  4%|▍         | 140/3125 [00:07<01:55, 25.93it/s]
  5%|▍         | 143/3125 [00:07<01:54, 26.05it/s]
  5%|▍         | 146/3125 [00:07<01:54, 26.07it/s]
  5%|▍         | 149/3125 [00:07<01:55, 25.82it/s]
  5%|▍         | 152/3125 [00:07<01:55, 25.69it/s]
  5%|▍         | 155/3125 [00:07<01:54, 25.91it/s]
  5%|▌         | 158/3125 [00:07<01:54, 25.89it/s]
  5%|▌         | 161/3125 [00:08<01:54, 25.92it/s]
  5%|▌         | 164/3125 [00:08<01:53, 26.13it/s]
  5%|▌         | 167/3125 [00:08<01:53, 26.10it/s]
  5%|▌         | 170/3125 [00:08<01:53, 26.14it/s]
  6%|▌         | 173/3125 [00:08<01:52, 26.17it/s]
  6%|▌         | 176/3125 [00:08<01:52, 26.14it/s]
  6%|▌         | 179/3125 [00:08<01:51, 26.32it/s]
  6%|▌         | 182/3125 [00:08<01:51, 26.29it/s]
  6%|▌         | 185/3125 [00:08<01:53, 25.98it/s]
  6%|▌         | 188/3125 [00:09<01:52, 26.01it/s]
  6%|▌         | 191/3125 [00:09<01:51, 26.27it/s]
  6%|▌         | 194/3125 [00:09<01:51, 26.39it/s]
  6%|▋         | 197/3125 [00:09<01:50, 26.47it/s]
  6%|▋         | 200/3125 [00:09<01:50, 26.57it/s]
  6%|▋         | 203/3125 [00:09<01:49, 26.68it/s]
  7%|▋         | 206/3125 [00:09<01:50, 26.37it/s]
  7%|▋         | 209/3125 [00:09<01:52, 26.01it/s]
  7%|▋         | 212/3125 [00:09<01:51, 26.17it/s]
  7%|▋         | 215/3125 [00:10<01:50, 26.29it/s]
  7%|▋         | 218/3125 [00:10<01:51, 26.12it/s]
  7%|▋         | 221/3125 [00:10<01:52, 25.91it/s]
  7%|▋         | 224/3125 [00:10<01:51, 25.91it/s]
  7%|▋         | 227/3125 [00:10<01:52, 25.78it/s]
